,Column Status,,,,,,,,,,,,,,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Complete,301,6,1,2,2,1,0,0,0,3,3,6,15,11,15,N/A,N/A,N/A,N/A,N/A,N/A,342,Preparation,302,Battle,288,Preparation,253,Win,210,Loss,259,Battle
Complete,302,6,3,1,1,1,0,0,0,4,4,9,20,12,20,N/A,N/A,N/A,N/A,N/A,N/A,332,Win,301,Preparation,308,Loss,254,Battle,268,Win,288,Win
Complete,303,6,1,1,3,1,0,0,0,2,4,4,10,15,20,N/A,N/A,N/A,N/A,N/A,N/A,319,Preparation,294,Loss,358,Battle,284,Win,299,Battle,278,Battle
Complete,304,6,1,1,2,2,0,0,0,2,3,5,10,8,15,N/A,N/A,N/A,N/A,N/A,N/A,317,Win,278,Loss,313,Battle,296,Preparation,265,Loss,270,Battle
Complete,305,6,1,0,1,4,0,0,0,1,2,1,5,4,10,N/A,N/A,N/A,N/A,N/A,N/A,353,Loss,285,Loss,263,Loss,307,Loss,262,Win,251,Battle
Complete,306,6,2,1,1,2,0,0,0,3,3,6,15,6,15,N/A,N/A,N/A,N/A,N/A,N/A,314,Win,287,Battle,336,Win,297,Loss,277,Loss,257,Preparation
Complete,307,6,3,1,0,2,0,0,0,4,3,9,20,7,15,N/A,N/A,N/A,N/A,N/A,N/A,331,Loss,298,Win,326,Preparation,305,Win,309,Win,275,Loss
Complete,308,6,3,1,1,1,0,0,0,4,4,12,20,12,20,N/A,N/A,N/A,N/A,N/A,N/A,346,Win,281,Battle,302,Win,240,Loss,272,Win,255,Preparation
Complete,309,6,2,0,1,3,0,0,0,2,3,1,10,5,15,N/A,N/A,N/A,N/A,N/A,N/A,337,Loss,270,Battle,289,Loss,295,Win,307,Loss,280,Win
Complete,310,6,4,1,0,1,0,0,0,5,4,9,23,7,18,N/A,N/A,N/A,N/A,N/A,N/A,348,Win,335,Preparation,314,Win,313,Loss,382,Win,388,Win
Complete,311,6,2,1,0,3,0,0,0,3,2,5,15,4,10,N/A,N/A,N/A,N/A,N/A,N/A,313,Loss,316,Preparation,275,Loss,344,Win,346,Win,416,Loss
Complete,312,6,3,2,0,1,0,0,0,5,3,16,25,10,15,N/A,N/A,N/A,N/A,N/A,N/A,296,Win,315,Preparation,274,Win,332,Preparation,334,Win,397,Loss
Complete,313,6,3,3,0,0,0,0,0,6,3,17,29,8,15,N/A,N/A,N/A,N/A,N/A,N/A,311,Win,326,Win,304,Preparation,310,Win,321,Preparation,374,Preparation
Complete,314,6,1,0,1,4,0,0,0,1,2,0,5,5,10,N/A,N/A,N/A,N/A,N/A,N/A,306,Loss,360,Win,310,Loss,326,Battle,415,Loss,363,Loss
Complete,315,6,2,2,1,1,0,0,0,4,3,9,18,9,14,N/A,N/A,N/A,N/A,N/A,N/A,284,Preparation,312,Battle,279,Win,321,Loss,390,Win,373,Preparation
Complete,316,6,1,0,1,4,0,0,0,1,2,0,4,4,9,N/A,N/A,N/A,N/A,N/A,N/A,329,Loss,311,Battle,325,Loss,376,Loss,387,Win,380,Loss
Complete,317,6,2,0,1,3,0,0,0,2,3,3,9,7,14,N/A,N/A,N/A,N/A,N/A,N/A,304,Loss,359,Battle,318,Win,339,Loss,388,Win,334,Loss
Complete,318,6,2,0,1,3,0,0,0,2,3,2,9,5,14,N/A,N/A,N/A,N/A,N/A,N/A,326,Win,331,Loss,317,Loss,363,Loss,340,Battle,405,Win
Complete,319,6,1,1,1,3,0,0,0,2,2,2,10,6,10,N/A,N/A,N/A,N/A,N/A,N/A,303,Battle,346,Loss,353,Win,335,Loss,355,Preparation,367,Loss
Complete,320,6,0,0,4,2,0,0,0,0,4,0,0,9,19,N/A,N/A,N/A,N/A,N/A,N/A,345,Battle,330,Battle,291,Loss,328,Loss,369,Battle,329,Battle
Complete,321,6,4,0,2,0,0,0,0,4,6,9,19,18,29,N/A,N/A,N/A,N/A,N/A,N/A,282,Win,353,Win,335,Battle,315,Win,313,Battle,414,Win
Complete,322,6,2,1,1,2,0,0,0,3,3,8,14,7,13,N/A,N/A,N/A,N/A,N/A,N/A,267,Loss,338,Win,331,Preparation,334,Loss,393,Battle,392,Win
Complete,323,6,2,1,1,2,0,0,0,3,3,3,15,5,15,N/A,N/A,N/A,N/A,N/A,N/A,280,Win,342,Loss,364,Loss,346,Win,332,Battle,360,Preparation
Complete,324,6,3,0,1,2,0,0,0,3,4,4,14,7,19,N/A,N/A,N/A,N/A,N/A,N/A,335,Loss,344,Win,340,Loss,359,Battle,326,Win,408,Win
Complete,325,6,3,2,1,0,0,0,0,5,4,8,24,9,19,N/A,N/A,N/A,N/A,N/A,N/A,343,Preparation,361,Battle,316,Win,371,Win,333,Preparation,328,Win
Complete,326,6,1,1,1,3,0,0,0,2,2,2,10,4,10,N/A,N/A,N/A,N/A,N/A,N/A,318,Loss,313,Loss,307,Battle,314,Preparation,324,Loss,344,Win
Complete,327,6,2,2,0,2,0,0,0,4,2,4,17,4,9,N/A,N/A,N/A,N/A,N/A,N/A,361,Win,356,Loss,339,Loss,370,Preparation,378,Preparation,413,Win
Complete,328,6,2,1,0,3,0,0,0,3,2,6,15,7,10,N/A,N/A,N/A,N/A,N/A,N/A,293,Loss,345,Win,338,Preparation,320,Win,361,Loss,325,Loss
Complete,329,6,2,3,0,1,0,0,0,5,2,4,24,3,9,N/A,N/A,N/A,N/A,N/A,N/A,316,Win,352,Preparation,343,Preparation,348,Loss,405,Win,320,Preparation
Complete,330,6,3,3,0,0,0,0,0,6,3,10,27,8,13,N/A,N/A,N/A,N/A,N/A,N/A,351,Preparation,320,Preparation,295,Win,372,Win,398,Win,395,Preparation
Complete,331,6,2,1,2,1,0,0,0,3,4,11,15,12,20,N/A,N/A,N/A,N/A,N/A,N/A,307,Win,318,Win,322,Battle,347,Battle,339,Preparation,390,Loss
Complete,332,6,0,2,2,2,0,0,0,2,2,3,10,5,10,N/A,N/A,N/A,N/A,N/A,N/A,302,Loss,357,Battle,341,Preparation,312,Battle,323,Preparation,394,Loss
Complete,333,6,1,0,1,4,0,0,0,1,2,1,5,7,10,N/A,N/A,N/A,N/A,N/A,N/A,288,Loss,354,Loss,286,Win,350,Loss,325,Battle,347,Loss
Complete,334,6,3,0,1,2,0,0,0,3,4,7,15,11,20,N/A,N/A,N/A,N/A,N/A,N/A,352,Battle,336,Win,346,Loss,322,Win,312,Loss,317,Win
Complete,335,6,2,1,2,1,0,0,0,3,4,9,15,12,19,N/A,N/A,N/A,N/A,N/A,N/A,324,Win,310,Battle,321,Preparation,319,Win,412,Loss,379,Battle
Complete,336,6,1,1,1,3,0,0,0,2,2,3,10,7,10,N/A,N/A,N/A,N/A,N/A,N/A,350,Loss,334,Loss,306,Loss,365,Battle,343,Preparation,361,Win
Complete,337,6,2,2,2,0,0,0,0,4,4,6,20,11,18,N/A,N/A,N/A,N/A,N/A,N/A,309,Win,358,Preparation,360,Win,353,Preparation,367,Battle,403,Battle
Complete,338,6,1,2,2,1,0,0,0,3,3,3,13,11,15,N/A,N/A,N/A,N/A,N/A,N/A,339,Battle,322,Loss,328,Battle,343,Win,416,Preparation,387,Preparation
Complete,339,6,4,1,1,0,0,0,0,5,5,14,25,14,25,N/A,N/A,N/A,N/A,N/A,N/A,338,Preparation,363,Win,327,Win,317,Win,331,Battle,353,Win
Complete,340,6,2,2,0,2,0,0,0,4,2,5,18,5,9,N/A,N/A,N/A,N/A,N/A,N/A,356,Loss,365,Loss,324,Win,382,Preparation,318,Preparation,381,Win
Complete,341,6,0,0,5,1,0,0,0,0,5,0,0,14,24,N/A,N/A,N/A,N/A,N/A,N/A,289,Battle,350,Battle,332,Battle,389,Battle,354,Battle,401,Loss
Complete,342,6,2,0,1,3,0,0,0,2,3,4,9,7,14,N/A,N/A,N/A,N/A,N/A,N/A,301,Battle,323,Win,354,Loss,414,Loss,359,Loss,411,Win
Complete,343,6,0,0,4,2,0,0,0,0,4,0,0,11,20,N/A,N/A,N/A,N/A,N/A,N/A,325,Battle,348,Loss,329,Battle,338,Loss,336,Battle,348,Battle
Complete,344,6,1,0,0,5,0,0,0,1,1,0,4,1,4,N/A,N/A,N/A,N/A,N/A,N/A,359,Loss,324,Loss,355,Loss,311,Loss,413,Win,326,Loss
Complete,345,6,2,1,1,2,0,0,0,3,3,4,13,8,13,N/A,N/A,N/A,N/A,N/A,N/A,320,Preparation,328,Loss,359,Battle,392,Win,348,Loss,372,Win
Complete,346,6,3,0,0,3,0,0,0,3,3,6,14,7,14,N/A,N/A,N/A,N/A,N/A,N/A,308,Loss,319,Win,334,Win,323,Loss,311,Loss,368,Win
Complete,347,6,3,2,0,1,0,0,0,5,3,14,25,10,15,N/A,N/A,N/A,N/A,N/A,N/A,365,Win,351,Win,352,Preparation,331,Preparation,356,Loss,333,Win
Complete,348,6,3,1,0,2,0,0,0,4,3,8,18,9,14,N/A,N/A,N/A,N/A,N/A,N/A,310,Loss,343,Win,356,Loss,329,Win,345,Win,343,Preparation
Complete,349,6,2,0,2,2,0,0,0,2,4,1,9,8,18,N/A,N/A,N/A,N/A,N/A,N/A,358,Loss,355,Win,361,Loss,362,Battle,371,Battle,382,Win
Complete,350,6,4,1,0,1,0,0,0,5,4,8,25,10,20,N/A,N/A,N/A,N/A,N/A,N/A,336,Win,341,Preparation,362,Win,333,Win,364,Win,406,Loss
Complete,351,6,1,1,3,1,0,0,0,2,4,5,9,11,19,N/A,N/A,N/A,N/A,N/A,N/A,330,Battle,347,Loss,298,Win,356,Battle,379,Battle,400,Preparation
Complete,352,6,1,2,2,1,0,0,0,3,3,7,14,7,14,N/A,N/A,N/A,N/A,N/A,N/A,334,Preparation,329,Battle,347,Battle,380,Loss,404,Win,364,Preparation
Complete,353,6,1,0,1,4,0,0,0,1,2,1,5,6,10,N/A,N/A,N/A,N/A,N/A,N/A,305,Win,321,Loss,319,Loss,337,Battle,414,Loss,339,Loss
Complete,354,6,4,1,0,1,0,0,0,5,4,7,23,10,18,N/A,N/A,N/A,N/A,N/A,N/A,255,Loss,333,Win,342,Win,406,Win,341,Preparation,389,Win
Complete,355,6,1,0,2,3,0,0,0,1,3,1,5,5,14,N/A,N/A,N/A,N/A,N/A,N/A,287,Loss,349,Loss,344,Win,384,Battle,319,Battle,357,Loss
Complete,356,6,4,2,0,0,0,0,0,6,4,21,29,10,20,N/A,N/A,N/A,N/A,N/A,N/A,340,Win,327,Win,348,Win,351,Preparation,347,Win,377,Preparation
Complete,357,6,2,1,0,3,0,0,0,3,2,6,15,6,10,N/A,N/A,N/A,N/A,N/A,N/A,364,Loss,332,Preparation,296,Win,358,Loss,375,Loss,355,Win
Complete,358,6,2,1,3,0,0,0,0,3,5,7,15,18,23,N/A,N/A,N/A,N/A,N/A,N/A,349,Win,337,Battle,303,Preparation,357,Win,397,Battle,417,Battle
Complete,359,6,3,3,0,0,0,0,0,6,3,13,29,6,14,N/A,N/A,N/A,N/A,N/A,N/A,344,Win,317,Preparation,345,Preparation,324,Preparation,342,Win,398,Win
Complete,360,6,0,0,3,3,0,0,0,0,3,0,0,8,14,N/A,N/A,N/A,N/A,N/A,N/A,363,Battle,314,Loss,337,Loss,375,Battle,417,Loss,323,Battle
Complete,361,6,2,1,1,2,0,0,0,3,3,10,15,9,14,N/A,N/A,N/A,N/A,N/A,N/A,327,Loss,325,Preparation,349,Win,366,Battle,328,Win,336,Loss
Complete,362,6,0,2,2,2,0,0,0,2,2,3,10,3,8,N/A,N/A,N/A,N/A,N/A,N/A,286,Preparation,364,Loss,350,Loss,349,Preparation,396,Battle,376,Battle
Complete,363,6,3,1,0,2,0,0,0,4,3,4,19,6,14,N/A,N/A,N/A,N/A,N/A,N/A,360,Preparation,339,Loss,365,Loss,318,Win,408,Win,314,Win
Complete,364,6,3,0,1,2,0,0,0,3,4,8,15,10,20,N/A,N/A,N/A,N/A,N/A,N/A,357,Win,362,Win,323,Win,401,Loss,350,Loss,352,Battle
Complete,365,6,4,1,0,1,0,0,0,5,4,16,23,9,18,N/A,N/A,N/A,N/A,N/A,N/A,347,Loss,340,Win,363,Win,336,Preparation,402,Win,385,Win
Complete,366,5,3,1,0,1,0,0,0,4,3,9,17,5,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,399,Win,403,Loss,361,Preparation,376,Win,410,Win
Complete,367,5,2,1,0,2,0,0,0,3,2,7,14,6,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,390,Loss,374,Win,397,Loss,337,Preparation,319,Win
Complete,368,5,1,0,0,4,0,0,0,1,1,3,4,2,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,377,Loss,392,Loss,386,Win,372,Loss,346,Loss
Complete,369,5,1,1,0,3,0,0,0,2,1,0,9,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,400,Loss,405,Win,395,Loss,320,Preparation,371,Loss
Complete,370,5,1,0,2,2,0,0,0,1,3,0,4,5,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,384,Loss,378,Win,327,Battle,399,Loss,393,Battle
Complete,371,5,2,1,0,2,0,0,0,3,2,4,13,2,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,405,Win,385,Loss,325,Loss,349,Preparation,369,Win
Complete,372,5,2,0,1,2,0,0,0,2,3,3,8,5,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,416,Battle,376,Win,330,Loss,368,Win,345,Loss
Complete,373,5,1,1,1,2,0,0,0,2,2,4,8,6,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,389,Preparation,446,Loss,377,Win,389,Loss,315,Battle
Complete,374,5,1,0,3,1,0,0,0,1,4,4,4,13,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,395,Battle,367,Loss,394,Win,380,Battle,313,Battle
Complete,375,5,2,2,0,1,0,0,0,4,2,6,18,4,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,393,Loss,399,Win,360,Preparation,357,Win,415,Preparation
Complete,376,5,1,1,0,3,0,0,0,2,1,3,10,2,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,392,Loss,372,Loss,316,Win,366,Loss,362,Preparation
Complete,377,5,2,0,1,2,0,0,0,2,3,3,8,6,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,368,Win,423,Win,373,Loss,407,Loss,356,Battle
Complete,378,5,0,0,1,4,0,0,0,0,1,0,0,2,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,402,Loss,370,Loss,391,Loss,327,Battle,396,Loss
Complete,379,5,1,3,1,0,0,0,0,4,2,7,18,5,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,387,Win,409,Preparation,403,Battle,351,Preparation,335,Preparation
Complete,380,5,3,2,0,0,0,0,0,5,3,10,22,8,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,414,Win,424,Preparation,352,Win,374,Preparation,316,Win
Complete,381,5,0,0,1,4,0,0,0,0,1,0,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,407,Loss,394,Loss,388,Battle,410,Loss,340,Loss
Complete,382,5,0,0,1,4,0,0,0,0,1,0,0,2,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,409,Loss,398,Loss,340,Battle,310,Loss,349,Loss
Complete,383,5,2,0,1,2,0,0,0,2,3,4,8,8,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,397,Loss,393,Battle,400,Win,394,Loss,384,Win
Complete,384,5,1,2,1,1,0,0,0,3,2,3,13,5,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,370,Win,388,Preparation,355,Preparation,386,Battle,383,Loss
Complete,385,5,1,1,0,3,0,0,0,2,1,4,8,2,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,412,Loss,371,Win,417,Loss,400,Preparation,365,Loss
Complete,386,5,1,2,1,1,0,0,0,3,2,5,12,3,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,413,Win,391,Battle,368,Loss,384,Preparation,409,Preparation
Complete,387,5,0,0,2,3,0,0,0,0,2,0,0,6,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,379,Loss,425,Loss,402,Battle,316,Loss,338,Battle
Complete,388,5,0,1,1,3,0,0,0,1,1,0,4,2,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,394,Loss,384,Battle,381,Preparation,317,Loss,310,Loss
Complete,389,5,1,1,2,1,0,0,0,2,3,2,8,8,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,373,Battle,401,Battle,341,Preparation,373,Win,354,Loss
Complete,390,5,3,0,0,2,0,0,0,3,3,7,13,9,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,367,Win,414,Loss,415,Win,315,Loss,331,Win
Complete,391,5,2,1,0,2,0,0,0,3,2,4,12,2,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,404,Loss,386,Preparation,378,Win,411,Win,402,Loss
Complete,392,5,2,0,0,3,0,0,0,2,2,3,8,2,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,376,Win,368,Win,345,Loss,403,Loss,322,Loss
Complete,393,5,2,3,0,0,0,0,0,5,2,11,21,3,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,375,Win,383,Preparation,411,Win,322,Preparation,370,Preparation
Complete,394,5,4,0,0,1,0,0,0,4,4,5,17,7,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,388,Win,381,Win,374,Loss,383,Win,332,Win
Complete,395,5,1,2,2,0,0,0,0,3,3,4,12,7,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,374,Preparation,400,Preparation,369,Win,409,Battle,330,Battle
Complete,396,5,1,2,1,1,0,0,0,3,2,2,13,2,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,411,Battle,402,Loss,413,Preparation,362,Preparation,378,Win
Complete,397,5,4,1,0,0,0,0,0,5,4,14,22,10,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,383,Win,404,Win,367,Win,358,Preparation,312,Win
Complete,398,5,2,0,0,3,0,0,0,2,2,2,8,3,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,417,Loss,382,Win,399,Win,330,Loss,359,Loss
Complete,399,5,2,0,0,3,0,0,0,2,2,2,8,5,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,366,Loss,375,Loss,398,Loss,370,Win,404,Win
Complete,400,5,1,0,3,1,0,0,0,1,4,2,4,9,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,369,Win,395,Battle,383,Loss,385,Battle,351,Battle
Complete,401,5,4,1,0,0,0,0,0,5,4,9,20,13,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,406,Win,389,Preparation,364,Win,406,Win,341,Win
Complete,402,5,3,1,0,1,0,0,0,4,3,6,16,5,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,378,Win,396,Win,387,Preparation,365,Loss,391,Win
Complete,403,5,3,2,0,0,0,0,0,5,3,15,21,8,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,415,Win,366,Win,379,Preparation,392,Win,337,Preparation
Complete,404,5,1,0,1,3,0,0,0,1,2,3,4,4,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,391,Win,397,Loss,410,Battle,352,Loss,399,Loss
Complete,405,5,0,0,1,4,0,0,0,0,1,0,0,3,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,371,Loss,369,Loss,416,Battle,329,Loss,318,Loss
Complete,406,5,2,0,0,3,0,0,0,2,2,5,9,6,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,401,Loss,434,Win,354,Loss,401,Loss,350,Win
Complete,407,5,3,1,1,0,0,0,0,4,4,5,16,10,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,381,Win,408,Preparation,409,Win,377,Win,412,Battle
Complete,408,5,0,1,1,3,0,0,0,1,1,2,4,4,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,410,Preparation,407,Battle,412,Loss,363,Loss,324,Loss
Complete,409,5,1,1,2,1,0,0,0,2,3,3,8,5,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,382,Win,379,Battle,407,Loss,395,Preparation,386,Battle
Complete,410,5,1,1,1,2,0,0,0,2,2,1,8,2,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,408,Battle,444,Loss,404,Preparation,381,Win,366,Loss
Complete,411,5,0,1,1,3,0,0,0,1,1,3,4,2,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,396,Preparation,429,Battle,393,Loss,391,Loss,342,Loss
Complete,412,5,3,2,0,0,0,0,0,5,3,11,21,6,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,385,Win,415,Preparation,408,Win,335,Win,407,Preparation
Complete,413,5,0,0,1,4,0,0,0,0,1,0,0,2,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,386,Loss,428,Loss,396,Battle,344,Loss,327,Loss
Complete,414,5,3,0,0,2,0,0,0,3,3,6,14,8,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,380,Loss,390,Win,342,Win,353,Win,321,Loss
Complete,415,5,1,0,2,2,0,0,0,1,3,1,5,7,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,403,Loss,412,Battle,390,Loss,314,Win,375,Battle
Complete,416,5,1,2,2,0,0,0,0,3,3,5,13,8,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,372,Preparation,427,Battle,405,Preparation,338,Battle,311,Win
Complete,417,5,4,1,0,0,0,0,0,5,4,9,22,8,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,398,Win,422,Win,385,Win,360,Win,358,Preparation
Complete,418,5,1,2,0,2,0,0,0,3,1,6,12,2,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,447,Loss,436,Preparation,429,Loss,461,Win,442,Preparation
Complete,419,5,3,0,0,2,0,0,0,3,3,4,12,8,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,420,Loss,435,Win,422,Win,482,Loss,469,Win
Complete,420,5,1,1,2,1,0,0,0,2,3,6,8,7,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,419,Win,438,Preparation,421,Battle,430,Loss,465,Battle
Complete,421,5,2,1,1,1,0,0,0,3,3,5,12,7,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,438,Battle,460,Loss,420,Preparation,448,Win,441,Win
Complete,422,5,1,1,1,2,0,0,0,2,2,0,8,3,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,458,Win,417,Loss,419,Loss,496,Battle,433,Preparation
Complete,423,5,0,2,1,2,0,0,0,2,1,3,8,2,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,434,Preparation,377,Loss,453,Battle,444,Loss,497,Preparation
Complete,424,5,1,1,3,0,0,0,0,2,4,4,8,10,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,426,Win,380,Battle,446,Preparation,425,Battle,491,Battle
Complete,425,5,3,1,0,1,0,0,0,4,3,5,16,5,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,445,Win,387,Win,439,Win,424,Preparation,457,Loss
Complete,426,5,1,0,0,4,0,0,0,1,1,0,4,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,424,Loss,458,Win,459,Loss,466,Loss,500,Loss
Complete,427,5,2,2,1,0,0,0,0,4,3,11,16,5,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,461,Preparation,416,Preparation,440,Win,431,Battle,484,Win
Complete,428,5,1,1,1,2,0,0,0,2,2,2,8,2,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,448,Preparation,413,Win,454,Battle,429,Loss,439,Loss
Complete,429,5,2,2,0,1,0,0,0,4,2,6,16,3,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,455,Loss,411,Preparation,418,Win,428,Win,452,Preparation
Complete,430,5,3,1,1,0,0,0,0,4,4,7,16,11,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,437,Win,443,Preparation,447,Battle,420,Win,485,Win
Complete,431,5,0,1,1,3,0,0,0,1,1,4,4,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,440,Battle,457,Loss,451,Loss,427,Preparation,475,Loss
Complete,432,5,1,0,3,1,0,0,0,1,4,1,4,7,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,436,Battle,461,Battle,448,Loss,441,Win,462,Battle
Complete,433,5,0,0,2,3,0,0,0,0,2,0,0,3,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,441,Battle,437,Loss,450,Loss,495,Loss,422,Battle
Complete,434,5,0,0,2,3,0,0,0,0,2,0,0,4,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,423,Battle,406,Loss,444,Battle,491,Loss,438,Loss
Complete,435,5,2,0,2,1,0,0,0,2,4,3,8,9,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,442,Battle,419,Loss,441,Win,463,Win,498,Battle
Complete,436,5,1,1,2,1,0,0,0,2,3,3,8,6,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,432,Preparation,418,Battle,442,Win,478,Battle,503,Loss
Complete,437,5,1,0,1,3,0,0,0,1,2,0,4,4,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,430,Loss,433,Win,443,Loss,503,Loss,449,Battle
Complete,438,5,1,2,2,0,0,0,0,3,3,5,12,8,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,421,Preparation,420,Battle,456,Preparation,474,Battle,434,Win
Complete,439,5,2,1,0,2,0,0,0,3,2,4,12,4,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,456,Preparation,452,Win,425,Loss,498,Loss,428,Win
Complete,440,5,1,2,0,2,0,0,0,3,1,6,12,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,431,Preparation,454,Loss,427,Loss,483,Preparation,476,Win
Complete,441,5,0,1,1,3,0,0,0,1,1,0,4,3,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,433,Preparation,448,Battle,435,Loss,432,Loss,421,Loss
Complete,442,5,1,1,1,2,0,0,0,2,2,2,8,2,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,435,Preparation,445,Win,436,Loss,490,Loss,418,Battle
Complete,443,5,1,3,1,0,0,0,0,4,2,6,16,6,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,446,Preparation,430,Battle,437,Win,469,Preparation,461,Preparation
Complete,444,5,3,1,0,1,0,0,0,4,3,6,16,5,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,453,Win,410,Win,434,Preparation,423,Win,446,Loss
Complete,445,5,0,0,1,4,0,0,0,0,1,0,0,2,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,425,Loss,442,Loss,461,Battle,500,Loss,501,Loss
Complete,446,5,3,0,2,0,0,0,0,3,5,8,12,14,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,443,Battle,373,Win,424,Battle,494,Win,444,Win
Complete,447,5,3,2,0,0,0,0,0,5,3,16,20,6,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,418,Win,451,Win,430,Preparation,449,Win,505,Preparation
